Customer,State,Customer Lifetime Value,Response,Coverage,Coverage Index,Education,Education Index,Effective To Date,Employment Status,Employment Status Index,Gender,Income,Location,Location Index,Marital Status,Marital Status Index,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy Type Index,Policy,Policy Index,Renew Offer Type,Sales Channel,Sales Channel Index,Total Claim Amount,Vehicle Class,Vehicle Class Index,Vehicle Size,Vehicle Size Index
VA77345,Oregon,6625.99,No,Extended,1,College,1,25-02-2024,Employed,1,F,50447.27,Urban,2,Married,1,166.8,15,113,0,1,Special Auto,2,Special L2,7,4,Call Center,3,446.86,Four-Door Car,1,Medsize,1
VA78645,California,4107.01,No,Basic,0,College,1,01-09-2024,Unemployed,0,M,0,Suburban,1,Single,0,125.1,39,66,1,1,Personal Auto,0,Personal L3,2,3,Branch,1,603.48,Four-Door Car,1,Medsize,1
VA82895,Oregon,7717.75,No,Basic,0,High School or Below,0,21-02-2024,Disabled,4,F,46969.49,Suburban,1,Married,1,212.67,22,131,4,1,Personal Auto,0,Personal L3,2,2,Branch,1,1017.81,Sports Car,2,Medsize,1
VA89404,California,31689.96,No,Basic,0,Master,3,01-05-2024,Employed,1,M,99946.56,Urban,2,Married,1,116.76,15,24,4,2,Corporate Auto,1,Corporate L3,5,2,Branch,1,419.81,Four-Door Car,1,Medsize,1
VA89684,Nevada,4560.80,No,Basic,0,College,1,23-01-2024,Employed,1,F,63378.44,Suburban,1,Married,1,113.98,32,128,0,1,Personal Auto,0,Personal L2,1,1,Agent,2,549.44,Two-Door Car,0,Medsize,1
VA91846,Arizona,10466.26,No,Basic,0,College,1,01-09-2024,Employed,1,M,183649.58,Urban,2,Married,1,132.05,7,30,1,3,Special Auto,2,Special L2,7,3,Branch,1,502.50,Two-Door Car,0,Large,2
VA94160,California,10167.75,No,Basic,0,High School or Below,0,19-01-2024,Employed,1,F,80790.97,Suburban,1,Married,1,127.88,7,55,0,4,Personal Auto,0,Personal L2,1,3,Agent,2,612.49,Four-Door Car,1,Large,2
VA95387,Nevada,13571.99,No,Basic,0,High School or Below,0,02-03-2024,Employed,1,M,87483.82,Rural,0,Married,1,113.98,27,42,0,2,Corporate Auto,1,Corporate L3,5,2,Branch,1,57.14,Four-Door Car,1,Medsize,1
VA95584,California,23875.00,No,Basic,0,Master,3,20-01-2024,Employed,1,M,65049.22,Suburban,1,Married,1,119.54,39,78,0,2,Personal Auto,0,Personal L3,2,2,Branch,1,846.04,Two-Door Car,0,Small,0
VB22338,Nevada,7713.58,No,Basic,0,High School or Below,0,01-03-2024,Employed,1,M,59751.93,Urban,2,Single,0,202.94,9,42,0,1,Special Auto,2,Special L3,8,4,Agent,2,762.51,SUV,4,Small,0
VB23257,Oregon,8730.59,No,Basic,0,Bachelor,2,01-05-2024,Employed,1,M,89303.33,Rural,0,Single,0,223.79,19,34,0,1,Special Auto,2,Special L3,8,1,Branch,1,227.67,SUV,4,Medsize,1
VB26229,Arizona,16321.57,No,Basic,0,Bachelor,2,31-01-2024,Employed,1,M,55431.81,Suburban,1,Divorced,2,137.61,4,31,0,2,Personal Auto,0,Personal L3,2,2,Branch,1,657.53,Four-Door Car,1,Medsize,1
VB42222,Nevada,26865.56,No,Premium,2,Bachelor,2,01-07-2024,Employed,1,F,182732.18,Urban,2,Divorced,2,223.79,14,84,0,2,Personal Auto,0,Personal L1,0,1,Web,0,665.71,Four-Door Car,1,Medsize,1
VB53090,California,15037.53,No,Basic,0,Master,3,01-03-2024,Employed,1,M,81057.85,Rural,0,Married,1,123.71,46,96,0,2,Personal Auto,0,Personal L3,2,4,Agent,2,2.79,Four-Door Car,1,Medsize,1
VB57504,California,4805.13,No,Basic,0,High School or Below,0,01-05-2024,Employed,1,M,56345.04,Suburban,1,Married,1,122.32,18,14,0,1,Personal Auto,0,Personal L3,2,2,Branch,1,585.47,Four-Door Car,1,Medsize,1
VB59276,Oregon,7541.43,No,Basic,0,Bachelor,2,30-01-2024,Unemployed,0,M,0,Suburban,1,Married,1,209.89,35,36,0,1,Corporate Auto,1,Corporate L2,4,3,Web,0,1021.29,SUV,4,Medsize,1
VB65967,California,51472.67,No,Extended,1,Bachelor,2,18-01-2024,Employed,1,M,92569.83,Urban,2,Married,1,258.54,4,78,0,2,Personal Auto,0,Personal L2,1,1,Branch,1,724.82,SUV,4,Medsize,1
VB69838,Oregon,78415.00,Yes,Premium,2,High School or Below,0,31-01-2024,Employed,1,F,87419.88,Suburban,1,Divorced,2,223.79,46,100,2,2,Personal Auto,0,Personal L3,2,1,Call Center,3,1071.86,Four-Door Car,1,Medsize,1
VB77950,California,7067.58,No,Extended,1,High School or Below,0,01-07-2024,Medical Leave,2,F,42107.27,Suburban,1,Married,1,183.48,41,85,0,1,Personal Auto,0,Personal L2,1,1,Agent,2,882.71,Four-Door Car,1,Medsize,1
VB87946,California,9326.87,No,Basic,0,College,1,02-06-2024,Employed,1,M,93288.46,Urban,2,Married,1,118.15,39,86,3,4,Personal Auto,0,Personal L3,2,3,Branch,1,499.45,Four-Door Car,1,Medsize,1
VB94165,Nevada,12598.96,No,Extended,1,Master,3,14-01-2024,Unemployed,0,M,0,Suburban,1,Married,1,175.14,11,57,1,3,Special Auto,2,Special L2,7,1,Agent,2,1133.91,Two-Door Car,0,Small,0
VC11777,California,9734.63,No,Basic,0,High School or Below,0,23-02-2024,Employed,1,F,151097.17,Suburban,1,Single,0,122.32,27,58,2,9,Personal Auto,0,Personal L1,0,1,Branch,1,643.47,Four-Door Car,1,Small,0
VC22097,Washington,16353.54,Yes,Basic,0,College,1,21-02-2024,Unemployed,0,F,0,Suburban,1,Divorced,2,221.01,19,86,0,4,Corporate Auto,1,Corporate L3,5,1,Agent,2,1062.85,SUV,4,Medsize,1
VC34764,California,13171.49,Yes,Basic,0,College,1,23-01-2024,Retired,3,M,50301.32,Suburban,1,Married,1,118.15,43,26,0,2,Personal Auto,0,Personal L2,1,1,Agent,2,567.45,Four-Door Car,1,Medsize,1
VC34797,California,4570.28,No,Basic,0,Bachelor,2,27-01-2024,Employed,1,F,76787.77,Rural,0,Married,1,116.76,0,68,2,1,Corporate Auto,1,Corporate L2,4,3,Agent,2,19.82,Four-Door Car,1,Medsize,1
VC43751,Arizona,10996.32,No,Basic,0,Bachelor,2,26-01-2024,Employed,1,F,72589.97,Suburban,1,Married,1,139,1,30,0,6,Personal Auto,0,Personal L3,2,3,Branch,1,707.00,Two-Door Car,0,Medsize,1
VC47959,Arizona,9187.00,No,Basic,0,College,1,02-05-2024,Employed,1,F,102259.52,Urban,2,Married,1,113.98,9,4,0,8,Personal Auto,0,Personal L3,2,1,Branch,1,342.18,Four-Door Car,1,Medsize,1
VC54081,Oregon,17732.45,No,Basic,0,College,1,02-10-2024,Unemployed,0,F,0,Rural,0,Married,1,118.15,15,27,0,2,Special Auto,2,Special L2,7,1,Branch,1,220.94,Four-Door Car,1,Medsize,1
VC64410,Arizona,4674.85,Yes,Basic,0,High School or Below,0,02-12-2024,Medical Leave,2,F,48723.67,Suburban,1,Divorced,2,122.32,31,36,0,1,Personal Auto,0,Personal L2,1,1,Agent,2,617.76,Four-Door Car,1,Medsize,1
VC68509,Oregon,17801.60,No,Extended,1,Bachelor,2,20-01-2024,Employed,1,F,79263.36,Rural,0,Married,1,148.73,34,14,0,2,Personal Auto,0,Personal L3,2,3,Agent,2,87.04,Four-Door Car,1,Medsize,1
VC70716,Arizona,18122.44,Yes,Extended,1,High School or Below,0,31-01-2024,Unemployed,0,M,0,Suburban,1,Married,1,246.03,46,82,0,9,Corporate Auto,1,Corporate L3,5,1,Agent,2,1179.94,SUV,4,Medsize,1
VC77127,California,9250.78,No,Basic,0,High School or Below,0,27-01-2024,Unemployed,0,F,0,Suburban,1,Single,0,132.05,34,28,0,6,Personal Auto,0,Personal L3,2,4,Call Center,3,1571.45,Four-Door Car,1,Medsize,1
VC83809,California,6447.90,Yes,Extended,1,Doctor,4,18-02-2024,Employed,1,M,57828.17,Rural,0,Divorced,2,165.41,34,58,0,1,Personal Auto,0,Personal L3,2,2,Branch,1,172.33,Four-Door Car,1,Medsize,1
VC87846,Oregon,14044.31,No,Extended,1,High School or Below,0,20-01-2024,Employed,1,M,88191.33,Suburban,1,Divorced,2,180.7,18,132,0,6,Corporate Auto,1,Corporate L3,5,3,Agent,2,864.69,Four-Door Car,1,Medsize,1
VD19899,California,51683.26,No,Premium,2,Doctor,4,28-02-2024,Employed,1,F,94752.13,Urban,2,Married,1,214.06,26,20,0,2,Personal Auto,0,Personal L3,2,2,Call Center,3,921.97,Two-Door Car,0,Medsize,1
VD27065,Washington,8063.35,No,Premium,2,Bachelor,2,02-10-2024,Employed,1,M,162992.79,Suburban,1,Married,1,200.16,18,39,0,1,Personal Auto,0,Personal L2,1,2,Call Center,3,963.77,Four-Door Car,1,Small,0
VD37089,Washington,6528.13,No,Extended,1,College,1,01-07-2024,Employed,1,M,56178.24,Suburban,1,Divorced,2,169.58,11,47,0,1,Corporate Auto,1,Corporate L1,3,2,Branch,1,1055.40,Four-Door Car,1,Medsize,1
VD51297,California,13737.83,No,Basic,0,College,1,01-09-2024,Employed,1,M,187128.75,Suburban,1,Single,0,113.98,8,65,0,2,Personal Auto,0,Personal L3,2,4,Call Center,3,549.44,Four-Door Car,1,Small,0
VD62056,Arizona,8761.81,Yes,Premium,2,High School or Below,0,14-02-2024,Employed,1,F,142908.68,Suburban,1,Married,1,218.23,20,108,0,1,Personal Auto,0,Personal L3,2,2,Call Center,3,1044.84,Two-Door Car,0,Small,0
VD64777,Nevada,4890.51,No,Basic,0,College,1,19-01-2024,Employed,1,F,52166.7,Suburban,1,Single,0,125.1,12,105,0,1,Personal Auto,0,Personal L2,1,4,Web,0,603.48,Two-Door Car,0,Medsize,1
VD69291,California,5071.60,No,Basic,0,College,1,31-01-2024,Disabled,4,M,42061.4,Suburban,1,Married,1,129.27,0,107,0,1,Personal Auto,0,Personal L1,0,3,Branch,1,662.21,Four-Door Car,1,Large,2
VD78722,Oregon,4968.07,Yes,Basic,0,College,1,20-02-2024,Employed,1,M,71074.87,Urban,2,Single,0,129.27,18,20,0,1,Personal Auto,0,Personal L2,1,2,Agent,2,563.06,Four-Door Car,1,Medsize,1
VD87432,Washington,30155.27,No,Extended,1,Bachelor,2,01-12-2024,Employed,1,M,113968.88,Urban,2,Married,1,252.98,15,80,0,2,Personal Auto,0,Personal L3,2,3,Branch,1,1072.79,SUV,4,Medsize,1
VD96075,Oregon,7816.10,No,Premium,2,Bachelor,2,20-01-2024,Employed,1,M,109398.56,Suburban,1,Married,1,197.38,32,30,1,1,Personal Auto,0,Personal L3,2,1,Branch,1,945.76,Four-Door Car,1,Medsize,1
VE31268,Oregon,8186.74,No,Basic,0,Bachelor,2,01-11-2024,Unemployed,0,M,0,Suburban,1,Single,0,122.32,15,62,0,3,Personal Auto,0,Personal L3,2,3,Web,0,878.20,Four-Door Car,1,Medsize,1
VE31507,Oregon,13946.70,No,Basic,0,High School or Below,0,27-01-2024,Unemployed,0,F,0,Suburban,1,Single,0,133.44,5,103,0,2,Personal Auto,0,Personal L3,2,2,Web,0,839.42,Four-Door Car,1,Medsize,1
VE46465,Oregon,8737.90,No,Extended,1,Master,3,26-01-2024,Unemployed,0,M,0,Suburban,1,Married,1,240.47,8,50,1,1,Personal Auto,0,Personal L2,1,1,Agent,2,2905.41,Sports Car,2,Medsize,1
VE47660,Oregon,16950.88,No,Basic,0,High School or Below,0,02-05-2024,Employed,1,F,56301.95,Suburban,1,Married,1,209.89,16,57,0,5,Personal Auto,0,Personal L3,2,3,Web,0,1513.21,SUV,4,Medsize,1
VE51810,Arizona,10908.55,No,Basic,0,Bachelor,2,20-01-2024,Employed,1,M,80304.47,Suburban,1,Married,1,137.61,3,51,0,4,Personal Auto,0,Personal L1,0,3,Branch,1,657.53,Four-Door Car,1,Large,2
VE52406,California,4637.82,Yes,Basic,0,High School or Below,0,15-01-2024,Employed,1,M,179575.49,Rural,0,Married,1,113.98,22,74,0,1,Corporate Auto,1,Corporate L3,5,2,Agent,2,214.44,Two-Door Car,0,Medsize,1
VE55982,Nevada,4962.74,No,Basic,0,Bachelor,2,01-01-2024,Employed,1,M,101331,Suburban,1,Divorced,2,123.71,20,61,0,1,Corporate Auto,1,Corporate L1,3,1,Call Center,3,701.59,Two-Door Car,0,Medsize,1
VE64781,Arizona,5492.65,No,Basic,0,Bachelor,2,14-02-2024,Employed,1,F,142023.25,Suburban,1,Married,1,137.61,47,63,0,1,Personal Auto,0,Personal L3,2,2,Agent,2,694.15,Four-Door Car,1,Small,0
VE72838,Arizona,25841.24,Yes,Premium,2,High School or Below,0,02-01-2024,Employed,1,F,111101.31,Suburban,1,Single,0,218.23,31,28,0,2,Personal Auto,0,Personal L3,2,1,Agent,2,1044.84,Four-Door Car,1,Medsize,1
VE75717,Nevada,9136.32,No,Extended,1,High School or Below,0,20-02-2024,Employed,1,F,59009.67,Suburban,1,Married,1,226.57,16,22,0,1,Personal Auto,0,Personal L3,2,1,Web,0,1089.87,SUV,4,Large,2
VE80757,Oregon,8082.96,No,Basic,0,Bachelor,2,22-01-2024,Unemployed,0,M,0,Suburban,1,Single,0,116.76,36,19,0,3,Personal Auto,0,Personal L1,0,3,Branch,1,814.90,Two-Door Car,0,Medsize,1
VE85103,Nevada,4595.78,No,Basic,0,College,1,01-08-2024,Medical Leave,2,M,38593.35,Suburban,1,Married,1,134.83,32,103,4,1,Personal Auto,0,Personal L2,1,4,Agent,2,648.52,Four-Door Car,1,Large,2
VE87035,Oregon,15729.73,Yes,Basic,0,Bachelor,2,27-01-2024,Employed,1,M,48784.83,Suburban,1,Married,1,133.44,22,51,0,2,Personal Auto,0,Personal L3,2,2,Call Center,3,1485.97,Four-Door Car,1,Medsize,1
VE89726,California,15058.72,No,Basic,0,High School or Below,0,15-01-2024,Unemployed,0,F,0,Suburban,1,Single,0,223.79,8,65,1,8,Personal Auto,0,Personal L1,0,3,Branch,1,1607.79,SUV,4,Medsize,1
VE98553,Oregon,8756.96,No,Premium,2,Bachelor,2,28-02-2024,Employed,1,M,113464.31,Suburban,1,Married,1,219.62,19,4,0,1,Personal Auto,0,Personal L3,2,2,Agent,2,1471.52,Four-Door Car,1,Large,2
VF10088,Arizona,6399.24,No,Extended,1,High School or Below,0,01-11-2024,Employed,1,F,111956.16,Rural,0,Married,1,159.85,8,103,0,1,Personal Auto,0,Personal L1,0,2,Web,0,19.08,Four-Door Car,1,Medsize,1
VF15321,Washington,5131.17,No,Basic,0,College,1,15-01-2024,Employed,1,M,101350.46,Suburban,1,Married,1,129.27,7,120,0,1,Personal Auto,0,Personal L2,1,2,Branch,1,621.50,Four-Door Car,1,Medsize,1
VF17463,Oregon,16248.36,Yes,Basic,0,College,1,02-07-2024,Employed,1,M,117213.14,Urban,2,Married,1,204.33,31,61,0,4,Personal Auto,0,Personal L3,2,2,Agent,2,750.95,Sports Car,2,Medsize,1
VF21170,California,16163.17,No,Basic,0,Bachelor,2,19-01-2024,Employed,1,F,69950.36,Urban,2,Married,1,204.33,32,36,1,9,Personal Auto,0,Personal L2,1,1,Agent,2,783.86,SUV,4,Medsize,1
VF21395,Oregon,4977.78,No,Basic,0,Bachelor,2,01-01-2024,Employed,1,M,155101.76,Suburban,1,Married,1,123.71,11,126,0,1,Personal Auto,0,Personal L2,1,2,Web,0,594.48,Two-Door Car,0,Medsize,1
VF21523,Nevada,5410.26,No,Basic,0,High School or Below,0,18-01-2024,Employed,1,F,70820.5,Suburban,1,Single,0,139,4,80,0,1,Corporate Auto,1,Corporate L3,5,2,Web,0,666.53,Two-Door Car,0,Small,0
VF32335,Arizona,37463.20,No,Basic,0,College,1,02-05-2024,Unemployed,0,M,0,Suburban,1,Single,0,360.01,47,46,0,2,Personal Auto,0,Personal L2,1,1,Web,0,1729.38,Luxury SUV,5,Small,0
VF32979,Washington,10884.02,No,Basic,0,Bachelor,2,24-01-2024,Employed,1,F,47797.93,Suburban,1,Divorced,2,137.61,7,116,0,9,Corporate Auto,1,Corporate L2,4,1,Branch,1,657.53,Four-Door Car,1,Medsize,1
VF33776,Nevada,58676.79,No,Extended,1,High School or Below,0,02-06-2024,Employed,1,F,169427.1,Rural,0,Married,1,186.26,5,119,3,2,Corporate Auto,1,Corporate L1,3,2,Web,0,308.68,Four-Door Car,1,Medsize,1
VF35858,California,28681.05,No,Basic,0,Bachelor,2,16-02-2024,Employed,1,M,91733.05,Suburban,1,Married,1,357.23,42,122,0,9,Personal Auto,0,Personal L3,2,3,Web,0,2045.61,Luxury Car,3,Medsize,1
VF36700,Oregon,45557.86,No,Extended,1,Master,3,26-02-2024,Retired,3,F,39374.53,Urban,2,Single,0,182.09,14,70,1,2,Personal Auto,0,Personal L2,1,1,Branch,1,847.71,Four-Door Car,1,Medsize,1
VF57165,California,30505.90,No,Extended,1,High School or Below,0,17-01-2024,Employed,1,F,39792.92,Rural,0,Married,1,255.76,16,12,0,2,Corporate Auto,1,Corporate L1,3,3,Branch,1,184.06,Sports Car,2,Medsize,1
VF58561,Oregon,9373.52,No,Basic,0,Bachelor,2,02-08-2024,Employed,1,F,154648.62,Suburban,1,Divorced,2,116.76,16,107,0,3,Personal Auto,0,Personal L3,2,1,Agent,2,558.45,Four-Door Car,1,Medsize,1
VF65251,California,12524.09,No,Basic,0,College,1,01-03-2024,Unemployed,0,M,0,Suburban,1,Single,0,354.45,31,19,0,1,Personal Auto,0,Personal L2,1,4,Branch,1,3260.08,Luxury SUV,5,Large,2
VF65535,California,80571.93,No,Extended,1,College,1,18-01-2024,Employed,1,F,121854.35,Urban,2,Single,0,229.35,36,58,0,2,Corporate Auto,1,Corporate L2,4,3,Agent,2,617.05,SUV,4,Medsize,1
VF72557,Oregon,8956.42,Yes,Extended,1,High School or Below,0,18-02-2024,Retired,3,M,39393.99,Suburban,1,Divorced,2,250.2,47,122,0,1,Personal Auto,0,Personal L3,2,2,Agent,2,1197.96,SUV,4,Medsize,1
VF73104,Arizona,9414.08,No,Basic,0,High School or Below,0,02-06-2024,Employed,1,F,39159.08,Rural,0,Married,1,118.15,26,18,0,8,Personal Auto,0,Personal L3,2,3,Agent,2,252.63,Four-Door Car,1,Medsize,1
VF83291,Oregon,9074.85,No,Basic,0,College,1,13-01-2024,Unemployed,0,F,0,Suburban,1,Single,0,129.27,16,120,0,8,Personal Auto,0,Personal L1,0,1,Agent,2,1186.10,Four-Door Car,1,Small,0
VF87723,California,19680.25,No,Extended,1,College,1,24-02-2024,Employed,1,M,57529.32,Suburban,1,Married,1,166.8,8,90,0,2,Personal Auto,0,Personal L3,2,2,Branch,1,828.95,Four-Door Car,1,Medsize,1
VF96109,Oregon,16548.90,Yes,Basic,0,High School or Below,0,01-10-2024,Employed,1,M,187359.49,Suburban,1,Married,1,207.11,31,34,1,8,Personal Auto,0,Personal L3,2,2,Branch,1,990.79,SUV,4,Medsize,1
VG11458,California,8952.30,No,Basic,0,Bachelor,2,02-03-2024,Medical Leave,2,M,53791.61,Suburban,1,Divorced,2,119.54,31,109,0,8,Personal Auto,0,Personal L3,2,2,Branch,1,576.46,Four-Door Car,1,Large,2
VG16827,California,8682.19,Yes,Basic,0,Master,3,16-01-2024,Employed,1,F,149156.73,Suburban,1,Divorced,2,214.06,27,117,0,1,Personal Auto,0,Personal L2,1,2,Branch,1,1026.82,SUV,4,Medsize,1
VG31922,Nevada,12227.68,No,Premium,2,Bachelor,2,02-06-2024,Unemployed,0,F,0,Suburban,1,Married,1,328.04,16,81,0,1,Personal Auto,0,Personal L3,2,1,Call Center,3,2291.47,SUV,4,Small,0
VG40704,California,5883.59,No,Extended,1,College,1,01-03-2024,Employed,1,F,104811.56,Urban,2,Married,1,148.73,14,96,0,1,Personal Auto,0,Personal L2,1,4,Branch,1,512.27,Four-Door Car,1,Medsize,1
VG43444,Oregon,7201.05,No,Extended,1,Bachelor,2,02-01-2024,Employed,1,M,69044.08,Suburban,1,Single,0,186.26,0,101,0,1,Personal Auto,0,Personal L3,2,1,Agent,2,1337.57,Four-Door Car,1,Large,2
VG45203,Nevada,24765.91,Yes,Basic,0,College,1,27-01-2024,Unemployed,0,F,0,Suburban,1,Single,0,127.88,26,3,3,2,Personal Auto,0,Personal L2,1,1,Agent,2,612.49,Four-Door Car,1,Large,2
VG56765,Arizona,4637.82,Yes,Basic,0,High School or Below,0,15-01-2024,Employed,1,M,179575.49,Rural,0,Married,1,113.98,22,74,0,1,Personal Auto,0,Personal L2,1,2,Agent,2,214.44,Two-Door Car,0,Medsize,1
VG57728,California,5051.65,No,Basic,0,High School or Below,0,01-08-2024,Employed,1,M,173751.39,Rural,0,Single,0,127.88,5,72,0,1,Corporate Auto,1,Corporate L3,5,1,Agent,2,15.85,Four-Door Car,1,Medsize,1
VG58889,California,9459.02,No,Basic,0,Bachelor,2,31-01-2024,Disabled,4,F,41940.47,Suburban,1,Married,1,123.71,12,4,0,5,Corporate Auto,1,Corporate L3,5,1,Agent,2,594.48,Two-Door Car,0,Large,2
VG68427,Arizona,10523.70,No,Basic,0,High School or Below,0,17-02-2024,Employed,1,M,153711.76,Urban,2,Married,1,132.05,8,45,0,6,Corporate Auto,1,Corporate L2,4,4,Branch,1,372.96,Four-Door Car,1,Medsize,1
VG74039,Oregon,4482.86,No,Basic,0,Bachelor,2,02-02-2024,Unemployed,0,F,0,Suburban,1,Married,1,122.32,11,7,0,1,Personal Auto,0,Personal L2,1,1,Agent,2,855.02,Four-Door Car,1,Small,0
VG83453,California,6675.41,No,Extended,1,Doctor,4,21-02-2024,Disabled,4,M,32410.63,Suburban,1,Married,1,175.14,41,78,0,1,Personal Auto,0,Personal L2,1,4,Call Center,3,837.67,Two-Door Car,0,Medsize,1
VG85511,Arizona,16437.38,No,Basic,0,College,1,01-05-2024,Medical Leave,2,M,53067.42,Suburban,1,Married,1,218.23,9,74,0,9,Personal Auto,0,Personal L3,2,2,Web,0,1044.84,Sports Car,2,Medsize,1
VH31071,Arizona,17370.61,No,Basic,0,College,1,19-01-2024,Disabled,4,F,41182.92,Suburban,1,Married,1,221.01,41,103,0,9,Personal Auto,0,Personal L3,2,1,Call Center,3,1062.85,SUV,4,Large,2
VH31965,Washington,9917.52,No,Basic,0,Bachelor,2,24-01-2024,Employed,1,M,76529.23,Suburban,1,Married,1,125.1,18,58,1,9,Personal Auto,0,Personal L1,0,1,Call Center,3,603.48,Four-Door Car,1,Medsize,1
VH35998,California,17952.17,No,Extended,1,Doctor,4,17-01-2024,Employed,1,M,100157.84,Rural,0,Married,1,148.73,27,124,0,2,Personal Auto,0,Personal L1,0,4,Agent,2,238.93,Four-Door Car,1,Medsize,1
VH41477,Oregon,8898.56,No,Premium,2,High School or Below,0,01-10-2024,Employed,1,M,119891.67,Rural,0,Married,1,223.79,18,18,0,1,Corporate Auto,1,Corporate L3,5,4,Agent,2,14.36,Two-Door Car,0,Medsize,1
VH43367,California,4702.55,No,Basic,0,High School or Below,0,21-02-2024,Employed,1,F,115221.27,Suburban,1,Married,1,118.15,19,76,2,1,Special Auto,2,Special L1,6,1,Agent,2,567.45,Four-Door Car,1,Medsize,1
VH45074,California,4294.86,No,Basic,0,College,1,31-01-2024,Unemployed,0,M,0,Suburban,1,Divorced,2,118.15,15,41,0,1,Personal Auto,0,Personal L3,2,2,Web,0,646.06,Four-Door Car,1,Large,2
VH45094,Arizona,13673.67,No,Basic,0,High School or Below,0,13-02-2024,Employed,1,M,123605.75,Urban,2,Married,1,113.98,28,54,1,2,Personal Auto,0,Personal L2,1,2,Branch,1,380.64,Four-Door Car,1,Large,2
VH51235,Arizona,5813.24,No,Extended,1,Bachelor,2,14-02-2024,Unemployed,0,F,0,Suburban,1,Single,0,166.8,22,80,0,1,Personal Auto,0,Personal L2,1,3,Web,0,801.64,Four-Door Car,1,Medsize,1
VH62084,California,25093.17,No,Basic,0,High School or Below,0,02-06-2024,Unemployed,0,M,0,Suburban,1,Single,0,139,24,78,0,2,Personal Auto,0,Personal L3,2,1,Agent,2,1522.01,Four-Door Car,1,Medsize,1
VH62312,Nevada,5019.14,Yes,Basic,0,College,1,15-02-2024,Employed,1,M,105726.18,Suburban,1,Single,0,129.27,16,120,0,1,Corporate Auto,1,Corporate L2,4,2,Call Center,3,621.50,Four-Door Car,1,Small,0
VH66357,California,5197.39,No,Basic,0,College,1,19-02-2024,Employed,1,M,74395.58,Urban,2,Married,1,132.05,12,47,0,1,Personal Auto,0,Personal L3,2,4,Agent,2,524.89,Four-Door Car,1,Small,0
VH77056,Arizona,4595.10,No,Basic,0,Bachelor,2,14-02-2024,Employed,1,F,76294.32,Rural,0,Married,1,113.98,32,107,1,1,Personal Auto,0,Personal L2,1,3,Call Center,3,72.02,Four-Door Car,1,Medsize,1
VH85817,California,10846.52,Yes,Basic,0,High School or Below,0,26-02-2024,Employed,1,M,95825.21,Suburban,1,Single,0,139,31,0,0,8,Personal Auto,0,Personal L3,2,2,Call Center,3,1478.67,Four-Door Car,1,Medsize,1
VH94792,California,8319.83,No,Basic,0,Bachelor,2,21-01-2024,Unemployed,0,F,0,Suburban,1,Single,0,122.32,9,30,0,6,Special Auto,2,Special L3,8,2,Web,0,585.47,Four-Door Car,1,Medsize,1
VI12468,Oregon,65702.91,No,Extended,1,Bachelor,2,24-02-2024,Unemployed,0,F,0,Urban,2,Married,1,250.2,1,115,0,2,Personal Auto,0,Personal L2,1,2,Branch,1,999.70,SUV,4,Medsize,1
VI12822,Washington,4939.99,No,Basic,0,High School or Below,0,26-02-2024,Employed,1,F,187351.15,Suburban,1,Married,1,122.32,19,41,0,1,Personal Auto,0,Personal L2,1,2,Branch,1,585.47,Four-Door Car,1,Small,0
VI14418,California,14288.92,No,Premium,2,Bachelor,2,02-09-2024,Medical Leave,2,M,31350.06,Suburban,1,Divorced,2,191.82,12,100,0,8,Special Auto,2,Special L3,8,3,Web,0,2077.12,Four-Door Car,1,Medsize,1
VI14730,Oregon,15730.00,Yes,Basic,0,High School or Below,0,02-04-2024,Retired,3,M,36935.08,Suburban,1,Married,1,219.62,23,55,1,9,Personal Auto,0,Personal L2,1,1,Web,0,1053.84,Sports Car,2,Medsize,1
VI18029,Washington,4531.07,No,Basic,0,Bachelor,2,26-02-2024,Employed,1,M,148752.24,Urban,2,Married,1,116.76,32,85,4,1,Personal Auto,0,Personal L3,2,2,Agent,2,436.77,Four-Door Car,1,Medsize,1
VI34110,Arizona,4431.81,No,Basic,0,Bachelor,2,30-01-2024,Unemployed,0,F,0,Rural,0,Married,1,123.71,23,124,1,1,Personal Auto,0,Personal L3,2,1,Agent,2,273.77,Four-Door Car,1,Medsize,1
VI35467,Nevada,8098.36,No,Basic,0,Master,3,25-01-2024,Employed,1,F,168504.14,Rural,0,Married,1,198.77,26,11,0,1,Personal Auto,0,Personal L3,2,2,Web,0,133.15,SUV,4,Small,0
VI42566,Oregon,11278.71,No,Basic,0,Master,3,01-11-2024,Employed,1,M,92532.3,Suburban,1,Married,1,139,34,115,0,3,Personal Auto,0,Personal L3,2,2,Branch,1,666.53,Four-Door Car,1,Large,2
VI55112,Oregon,26393.54,No,Basic,0,College,1,02-02-2024,Employed,1,M,47428.19,Urban,2,Single,0,113.98,7,108,0,2,Corporate Auto,1,Corporate L1,3,3,Agent,2,402.03,Four-Door Car,1,Medsize,1
VI66513,California,18180.16,No,Extended,1,High School or Below,0,01-03-2024,Employed,1,M,37546.68,Suburban,1,Single,0,162.63,42,116,1,2,Corporate Auto,1,Corporate L3,5,2,Branch,1,1852.34,Four-Door Car,1,Small,0
